0, 340, 23, 375, 0.7920
1134, 35, 1207, 170, 0.8707
1615, 600, 1781, 695, 0.9114
2520, 128, 2607, 220, 0.8776
3402, 531, 3454, 581, 0.8792
3909, 380, 4112, 441, 0.8551
5047, 250, 5069, 323, 0.8228
5651, 734, 5674, 756, 0.8035
5761, 735, 5775, 750, 0.7089
5702, 714, 5723, 733, 0.6785
5744, 689, 5758, 704, 0.6641
5690, 708, 5704, 721, 0.5076
6766, 640, 6855, 678, 0.8739
7535, 344, 7553, 381, 0.7506
738, 852, 754, 861, 0.3226
1475, 1221, 1536, 1378, 0.8639
1548, 1207, 1562, 1220, 0.4111
1677, 1470, 1693, 1482, 0.4065
2418, 1312, 2436, 1325, 0.7013
2697, 1402, 2720, 1414, 0.6604
2502, 1352, 2525, 1366, 0.5671
2455, 1319, 2464, 1328, 0.3386
3425, 1468, 3615, 1528, 0.8802
3851, 923, 4049, 974, 0.8275
5084, 1021, 5121, 1043, 0.7746
5612, 918, 5701, 1144, 0.8687
6268, 854, 6374, 997, 0.8826
6298, 853, 6347, 919, 0.8274
7070, 1333, 7084, 1348, 0.7365
7104, 1392, 7118, 1405, 0.4600
279, 1952, 479, 2104, 0.9151
393, 2002, 478, 2067, 0.8685
1318, 1848, 1483, 1940, 0.8905
868, 1672, 892, 1724, 0.7409
1546, 1640, 1628, 1882, 0.8695
1603, 1716, 1638, 1810, 0.8664
2499, 1673, 2512, 1692, 0.6595
3287, 1571, 3303, 1584, 0.4028
3923, 1702, 4012, 1741, 0.8792
4709, 1575, 4770, 1627, 0.8742
4988, 2219, 5011, 2284, 0.8374
4828, 2013, 4848, 2058, 0.8179
4886, 1806, 4894, 1821, 0.5715
5838, 1833, 5864, 1843, 0.7561
5906, 2180, 5917, 2194, 0.6931
6199, 1572, 6266, 1624, 0.8704
6916, 1786, 6936, 1808, 0.6831
668, 2467, 719, 2529, 0.8433
747, 2577, 760, 2593, 0.7138
727, 2544, 737, 2558, 0.5918
1031, 2612, 1114, 2716, 0.9035
2021, 2863, 2062, 2918, 0.8842
1632, 3004, 1656, 3061, 0.8039
1828, 2966, 1866, 3007, 0.7947
2868, 2888, 3063, 2971, 0.9017
3541, 2717, 3694, 2828, 0.9038
3131, 2482, 3150, 2498, 0.6736
4258, 2608, 4292, 2799, 0.8169
4740, 2355, 4937, 2391, 0.8460
4750, 2434, 4932, 2465, 0.8377
4616, 2477, 4640, 2567, 0.7977
4874, 2904, 4909, 2917, 0.3349
5640, 2635, 5687, 2731, 0.8545
6199, 2859, 6209, 2873, 0.4661
6197, 2858, 6211, 2875, 0.2580
7268, 2498, 7296, 2527, 0.6603
7311, 2611, 7329, 2635, 0.4670
7049, 2780, 7060, 2792, 0.3609
709, 3224, 755, 3276, 0.8402
676, 3072, 705, 3114, 0.6693
1210, 3818, 1221, 3835, 0.2857
1212, 3818, 1221, 3829, 0.2726
2179, 3214, 2215, 3253, 0.7592
2614, 3159, 2682, 3205, 0.8758
3705, 3093, 3716, 3105, 0.5431
4539, 3154, 4608, 3316, 0.8718
4121, 3254, 4130, 3266, 0.4701
5172, 3535, 5356, 3640, 0.8778
6052, 3735, 6144, 3838, 0.8701
5889, 3431, 6003, 3480, 0.8293
5927, 3719, 5958, 3732, 0.7129
6042, 3730, 6066, 3752, 0.6451
7178, 3685, 7227, 3760, 0.8824
7192, 3747, 7208, 3767, 0.7261
781, 4095, 790, 4111, 0.5576
886, 3911, 893, 3924, 0.2706
2127, 3928, 2293, 4023, 0.9096
2797, 4409, 2860, 4480, 0.8841
2958, 3854, 3003, 3938, 0.8787
2427, 3919, 2489, 3981, 0.8750
2835, 4069, 2881, 4121, 0.8739
2306, 4023, 2368, 4093, 0.8677
2658, 4222, 2718, 4271, 0.8594
2582, 4031, 2641, 4084, 0.8593
2381, 4463, 2435, 4503, 0.8582
3052, 4133, 3069, 4177, 0.7526
2408, 4198, 2431, 4222, 0.6011
4090, 3840, 4102, 3846, 0.3034
4980, 4466, 5126, 4543, 0.8895
4961, 4526, 4986, 4544, 0.7282
5019, 4134, 5043, 4150, 0.6753
5837, 4591, 5847, 4606, 0.2848
6529, 4089, 6611, 4164, 0.8976
6553, 4235, 6589, 4268, 0.8189
6578, 4267, 6606, 4288, 0.6169
6579, 4262, 6606, 4283, 0.5775
7611, 3975, 7640, 3999, 0.6572
516, 5013, 652, 5138, 0.9253
7, 5180, 139, 5342, 0.9075
959, 5131, 975, 5186, 0.7177
896, 4994, 906, 5007, 0.4376
972, 5131, 986, 5185, 0.4324
971, 5181, 985, 5209, 0.3258
1839, 5082, 1877, 5105, 0.8083
2596, 4843, 2623, 4854, 0.7123
3094, 4971, 3221, 5039, 0.8817
3464, 5016, 3586, 5066, 0.8602
4235, 4608, 4519, 4764, 0.9087
5491, 4719, 5523, 4816, 0.8457
6385, 4860, 6539, 5008, 0.9205
7022, 4762, 7110, 4924, 0.9084
357, 5798, 481, 6044, 0.8881
2667, 5376, 2697, 5409, 0.4155
3611, 5748, 3625, 5769, 0.5608
4218, 5642, 4294, 5669, 0.8364
4126, 5652, 4146, 5664, 0.5691
4842, 5616, 4924, 5676, 0.8906
4983, 5731, 5048, 5784, 0.8652
4735, 5780, 4756, 5796, 0.5997
5681, 5617, 5723, 5711, 0.8770
5806, 6040, 5837, 6144, 0.8228
5717, 5685, 5732, 5749, 0.7810
5679, 5645, 5698, 5685, 0.7056
5796, 6097, 5812, 6143, 0.2835
6372, 5881, 6439, 5985, 0.8729
7293, 6000, 7369, 6034, 0.8422
6917, 5649, 6985, 5677, 0.8259
7444, 6027, 7467, 6039, 0.6276
9, 6290, 54, 6318, 0.8544
1361, 6337, 1401, 6373, 0.8330
2270, 6192, 2304, 6409, 0.7856
2694, 6845, 2770, 6867, 0.7909
3308, 6562, 3473, 6750, 0.8999
3424, 6152, 3478, 6212, 0.8630
3152, 6281, 3203, 6345, 0.8613
3768, 6361, 3805, 6401, 0.8005
3550, 6321, 3601, 6370, 0.7714
3463, 6144, 3498, 6165, 0.2836
4522, 6409, 4582, 6480, 0.8694
5130, 6728, 5146, 6741, 0.3711
4910, 6803, 4927, 6822, 0.3514
4983, 6750, 4998, 6764, 0.2708
5389, 6798, 5404, 6807, 0.5515
6644, 6215, 6682, 6258, 0.8652
6864, 6166, 6911, 6236, 0.7957
6429, 6156, 6449, 6196, 0.7568
6450, 6150, 6476, 6199, 0.6754
6433, 6147, 6473, 6218, 0.6172
470, 7386, 491, 7408, 0.7591
501, 7415, 522, 7436, 0.7233
545, 7342, 564, 7357, 0.7018
511, 7286, 530, 7305, 0.6857
509, 7312, 530, 7333, 0.6594
558, 7254, 574, 7268, 0.6560
553, 7157, 572, 7175, 0.6459
449, 7574, 468, 7593, 0.6093
587, 7123, 602, 7136, 0.5515
594, 7044, 610, 7056, 0.5224
18, 6953, 33, 6972, 0.2676
927, 6912, 1064, 7025, 0.9099
2077, 7251, 2088, 7266, 0.5663
1803, 7149, 1823, 7172, 0.4824
2016, 7548, 2031, 7564, 0.4402
2015, 7547, 2032, 7566, 0.2579
2548, 7007, 2567, 7019, 0.5035
2547, 7006, 2571, 7019, 0.2670
3670, 7609, 3685, 7618, 0.7448
4187, 7191, 4236, 7220, 0.8690
4720, 7233, 4808, 7264, 0.8235
5316, 7327, 5339, 7344, 0.7282
5732, 7290, 5773, 7316, 0.6915
6402, 7214, 6570, 7407, 0.9026
6267, 7039, 6360, 7140, 0.8870
6737, 7593, 6754, 7619, 0.7306
7162, 7556, 7360, 7631, 0.9001
7428, 6998, 7478, 7090, 0.8983
7030, 6993, 7092, 7079, 0.8858
7120, 7285, 7157, 7299, 0.7734
6979, 6927, 6991, 6935, 0.4530
7473, 7005, 7480, 7017, 0.3023
